Popularity,Latitude,Longitude,Applicant
6,37.7331423951426,-122.414568632419,"Natan's Catering"
6,37.7583033956425,-122.393514054817,"Natan's Catering"
6,37.7707029760975,-122.390790355566,"Natan's Catering"
6,37.7428202346759,-122.382847355518,"Natan's Catering"
6,37.7447521916164,-122.385679248721,"Natan's Catering"
6,37.764741322675,-122.387124812179,"Natan's Catering"
6,37.749458329027,-122.385081339678,"Natan's Catering"
6,37.7550307267667,-122.384530734223,"Natan's Catering"
6,37.740303872806,-122.406059743494,"Natan's Catering"
6,37.7454064294164,-122.390081224847,"Natan's Catering"
6,37.7533400011811,-122.384128384237,"Natan's Catering"
6,37.7653706693171,-122.403907848212,"Natan's Catering"
6,37.7464705066471,-122.388990808654,"Natan's Catering"
6,37.7488480565663,-122.412618994655,"Natan's Catering"
6,37.7381177715919,-122.404418467212,"Natan's Catering"
6,37.7611829945051,-122.388118704077,"Natan's Catering"
6,37.7783886157866,-122.403191783229,"Natan's Catering"
6,37.7674330173312,-122.392149114172,"Natan's Catering"
6,37.7524049924783,-122.387000196298,"Natan's Catering"
6,37.7477720916075,-122.397031718978,"Natan's Catering"
6,37.7531551067155,-122.391174184456,"Natan's Catering"
6,37.7674662871448,-122.390860289431,"Natan's Catering"
6,37.7644472955619,-122.397987371508,"Natan's Catering"
6,37.7571245603861,-122.388529515257,"Natan's Catering"
6,37.7682493867935,-122.398430650214,"Natan's Catering"
6,37.7484453388377,-122.38687903198,"Natan's Catering"
0,37.7871762917416,-122.407398075958,Golden Gate Halal Food
0,37.7864590368571,-122.405545707116,Golden Gate Halal Food
0,37.7839469079742,-122.407158344984,Golden Gate Halal Food
1,37.7539277357265,-122.413323129618,El Gallo Jiro
0,37.76621745068,-122.403952784121,Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck
0,37.7654597374682,-122.402136376179,Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck
0,37.7749754998217,-122.409385823194,Subs on Hubs
0,37.7711790005481,-122.406573673429,Subs on Hubs
0,37.7714019465879,-122.391771646847,Subs on Hubs
0,37.7787103919009,-122.40183935033,Subs on Hubs
0,37.7932137316634,-122.397043036718,The Chai Cart
0,37.7904067199405,-122.399275886086,The Chai Cart
0,37.7638580813603,-122.422082620993,The Chai Cart
0,37.792109338609,-122.395803865502,"The Sandwich Stand, LLC."
2,37.7552723597518,-122.419092971602,"Doc's of the Bay"
0,37.7928707497415,-122.400747494077,"The Sandwich Stand, LLC."
2,37.7651759170672,-122.421595922098,"Doc's of the Bay"
2,37.7951588416202,-122.402210795235,"Doc's of the Bay"
0,37.7853956394405,-122.40439104283,Kettle Corn Star
8,37.7711580369615,-122.386931257562,"Two G's Catering"
8,37.7755661544145,-122.393279842341,"Two G's Catering"
0,37.7839469079742,-122.407158344984,Kettle Corn Star
0,37.7884065526533,-122.405413735355,BSM - TEST1
0,0,0,BSM - TEST1
8,37.7292233375937,-122.394613062664,"Two G's Catering"
8,37.7531390379784,-122.390246816981,"Two G's Catering"
8,37.7448024193644,-122.402540218927,"Two G's Catering"
8,37.7718682257671,-122.405657636251,"Two G's Catering"
8,37.7734452149215,-122.400482576546,"Two G's Catering"
8,37.772561689774,-122.404474024011,"Two G's Catering"
8,37.7730940844723,-122.405145856485,"Two G's Catering"
8,37.773610979516,-122.405958407112,"Two G's Catering"
8,37.7581699396153,-122.390900582667,"Two G's Catering"
8,37.7747030474687,-122.39408939657,"Two G's Catering"
0,37.7891192076677,-122.395881039335,"Slider Shack, LLC."
8,37.7679955456856,-122.387549426547,"Two G's Catering"
0,37.7925359884311,-122.394593199235,"Slider Shack, LLC."
8,37.7917770783642,-122.397132524462,"Two G's Catering"
5,37.7680758859527,-122.408289595287,May Catering
5,37.7706453983908,-122.3934769372,May Catering
5,37.7476160722331,-122.401976975724,May Catering
5,37.7240091065402,-122.392986782578,May Catering
5,37.7164430021474,-122.389937879321,May Catering
5,37.7640381828174,-122.413757516589,May Catering
5,37.7592459190261,-122.387917376991,May Catering
5,37.7654338684827,-122.400198205294,May Catering
5,37.7440390986017,-122.425094186331,May Catering
5,37.7489792411554,-122.402409234561,May Catering
5,37.749916469391,-122.401130112212,May Catering
5,37.7658204544832,-122.411968357912,May Catering
5,37.7567172998371,-122.387648962993,May Catering
5,37.7599514294279,-122.414049680224,May Catering
5,37.7638707601661,-122.460600563879,May Catering
5,37.7638112772906,-122.391265350599,May Catering
5,37.7655864681473,-122.393197101166,May Catering
5,37.7434400420051,-122.399932569577,May Catering
5,37.7456366838808,-122.454233188657,May Catering
5,37.7763271477899,-122.391796821077,May Catering
5,37.762476819591,-122.411819003679,May Catering
5,37.7487621514792,-122.414326828755,May Catering
5,37.763690871096,-122.390457386016,May Catering
5,37.7600996654893,-122.412375997322,May Catering
5,37.7495331145231,-122.413116536729,May Catering
2,37.7875984155546,-122.404090439434,Mob Dog
5,37.7650271638822,-122.41550777249,May Catering
5,37.7644523927651,-122.412671891645,May Catering
5,37.7479549645678,-122.395797384916,May Catering
5,37.7598258374358,-122.409202915083,May Catering
5,37.7499452857571,-122.400420884438,May Catering
5,37.7537174169021,-122.388359021044,May Catering
5,37.7194317184807,-122.398139506914,May Catering
5,37.7740748410583,-122.390668458146,May Catering
5,37.7743980109403,-122.415658655811,May Catering
5,37.772039113525,-122.395974631586,May Catering
5,37.7365721824187,-122.378209667202,May Catering
5,37.7544764341075,-122.412855363284,May Catering
5,37.7743376663696,-122.394053286313,May Catering
5,37.7461044517152,-122.400361834965,May Catering
5,37.710837931141,-122.393543363013,May Catering
5,37.7475862762565,-122.398865700796,May Catering
5,37.7908854635019,-122.396685875811,May Catering
5,37.7690871267671,-122.411527667132,May Catering
5,37.7615718487197,-122.409444718958,May Catering
5,37.7628149532289,-122.413211513673,May Catering
5,37.7478431533724,-122.394575214957,May Catering
5,37.717779453627,-122.391654765179,May Catering
5,37.7187880790201,-122.39810598775,May Catering
5,37.7629143116115,-122.408951161538,May Catering
5,37.7525772700714,-122.406806417152,May Catering
5,37.7641601282203,-122.388142262128,May Catering
2,37.7647453507195,-122.41656213947,"Santana ESG, Inc."
2,37.790485146128,-122.40094044069,"Santana ESG, Inc."
5,37.7806472100484,-122.394629181662,Tacos El Ojo De Agua
2,37.7387268039871,-122.406736029905,La Jefa
0,37.77764220851,-122.393418145932,"Kabob Trolley, LLC"
3,37.7631083253767,-122.413454890022,El Tonayense #60
2,37.7888771172666,-122.420091020038,The Huge Hotdog Concession
3,37.7844207368995,-122.418405351782,Mang Hang Catering
3,37.7791572053411,-122.411615430519,Mang Hang Catering
3,37.7546149514892,-122.39038813202,Mang Hang Catering
3,37.7456930261204,-122.390714584821,Mang Hang Catering
3,37.7609571682785,-122.421824199358,Mang Hang Catering
3,37.7765500428191,-122.446307635558,Mang Hang Catering
3,37.7951055609814,-122.400876633726,Mang Hang Catering
3,37.7556370098323,-122.405101930379,Mang Hang Catering
3,37.7447521916164,-122.385679248721,Mang Hang Catering
3,37.7824235632947,-122.393236399398,Mang Hang Catering
3,37.7884570288289,-122.399884160566,Mang Hang Catering
3,37.7898269187633,-122.421126289056,Mang Hang Catering
3,37.7815967457602,-122.43485778844,Mang Hang Catering
3,37.7807231475444,-122.447789640478,Mang Hang Catering
3,37.7683069928,-122.412000336092,Mang Hang Catering
3,37.7100033342894,-122.471411913129,Mang Hang Catering
3,37.7485497942591,-122.416170662008,Mang Hang Catering
0,37.7760390626659,-122.424175571492,"Let's Be Frank"
0,37.7932137316634,-122.397043036718,Maiwand Halal Kabob Truck
0,37.793392977019,-122.402313503682,Maiwand Halal Kabob Truck
3,37.7469482955131,-122.403390960313,"Eli's Hot Dogs"
2,37.7865580501799,-122.40103337535,Spice Affairs
2,37.7899138671344,-122.405232892524,Spice Affairs
1,37.7828341636984,-122.408837940446,Yummy Hot Dogs
1,37.7831754207336,-122.409568315547,Yummy Hot Dogs
0,37.7884570288289,-122.399884160566,El Calamar Perubian Food Truck
3,0,0,Betty McGee Creole
1,0,0,Bomba
2,37.7509316476402,-122.411419966206,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's"
8,0,0,"Two G's Catering"
10,0,0,Bach Catering
6,0,0,Mini Mobile Food Catering
8,0,0,"Two G's Catering"
5,0,0,May Catering
7,0,0,F & C Catering
3,0,0,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs"
3,0,0,"Mike's Catering"
8,0,0,"Two G's Catering"
5,0,0,"San Pancho's Tacos"
7,0,0,Quan Catering
10,0,0,"Park's Catering"
6,0,0,"Natan's Catering"
7,0,0,Quan Catering
3,0,0,"Mike's Catering"
6,0,0,D & T Catering
6,0,0,"Natan's Catering"
2,0,0,Spice Affairs
5,0,0,May Catering
3,0,0,Liang Bai Ping
0,0,0,"Off the Grid Services, LLC"
2,0,0,El Tonayanse #4 / #36
0,0,0,SAS Group LLC
3,0,0,Mang Hang Catering
5,0,0,May Catering
5,0,0,May Catering
5,0,0,May Catering
0,0,0,Sanguchon
3,0,0,Paradise Catering
5,0,0,Sun Rise Catering
7,0,0,F & C Catering
3,0,0,El Tonayense #60
3,0,0,Mang Hang Catering
5,0,0,May Catering
6,0,0,"Steve's Mobile Deli"
6,0,0,"Steve's Mobile Deli"
0,0,0,Bombay Blvd.
6,0,0,Mini Mobile Food Catering
4,0,0,"John's Catering #5"
3,0,0,Golden Catering
6,0,0,Mini Mobile Food Catering
6,0,0,"Natan's Catering"
3,0,0,Liang Bai Ping
3,0,0,BH & MT LLC
6,0,0,"Natan's Catering"
2,0,0,Munch A Bunch
2,0,0,Munch A Bunch
0,37.7678334279142,-122.401225236458,Ruru Soul
0,37.7922616341775,-122.403485955391,Roadside Rotisserie Corporation / Country Grill
0,37.7934465278161,-122.400343675592,Roadside Rotisserie Corporation / Country Grill
0,37.7905483181832,-122.400333673679,Taza Halal Cart
2,0,0,"Covered Dish Productions, LLC. dba. The Rib Whip"
2,37.7915578641549,-122.391671499786,"Covered Dish Productions, LLC. dba. The Rib Whip"
0,37.7879000978181,-122.394594036205,BSM - TEST1
0,37.7713187056498,-122.442307240009,BSM - TEST1
0,37.7762924615221,-122.416245279093,BSM - TEST1
0,37.7710652550966,-122.442387391648,BSM - TEST1
0,0,0,BSM - TEST1
0,0,0,BSM - TEST1
0,37.7711298628186,-122.443517164645,BSM - TEST1
2,0,0,Senor Sisig
0,37.7917572059444,-122.398897636892,"Halal Cart, LLC"
0,37.7898898782098,-122.399930411351,"Halal Cart, LLC"
0,0,0,Chilifruit
0,37.7898898782098,-122.399930411351,Halal Cart of San Francisco
0,37.7931486269835,-122.402567175578,Halal Cart of San Francisco
3,37.7584372443741,-122.418678308229,"Julie's Hot Dogs"
0,37.7917572059444,-122.398897636892,Halal Cart of San Francisco
0,37.7938715071506,-122.394865238621,Halal Cart of San Francisco
0,37.7834700660829,-122.408040736138,"Halal Cart, LLC"
2,37.792346385148,-122.402385322794,Plaza Garibaldy
0,37.7772235984329,-122.417361361253,HALAL SF GYRO
2,37.7961233802521,-122.397273204338,"Covered Dish Productions, LLC. dba. The Rib Whip"
2,37.8002209155922,-122.399569018577,"Covered Dish Productions, LLC. dba. The Rib Whip"
0,37.7767362127501,-122.416394930077,HALAL SF GYRO
7,37.786904919457,-122.390920262962,Quan Catering
1,37.7862367744654,-122.389066205605,"Linda's Catering"
0,37.7935769332618,-122.403229876701,Roadside Rotisserie Corporation / Country Grill
0,37.766124694427,-122.39547306227,Buenafe
5,37.7666898573867,-122.39718232278,May Catering
0,37.7893854510391,-122.409591260467,Philz Coffee Truck
0,37.7962154965941,-122.403754558245,Philz Coffee Truck
4,37.7854697464899,-122.406615761073,"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs"
4,37.7851109204478,-122.407422668277,"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs"
4,37.7868561118831,-122.406891892997,"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs"
0,37.780918000993,-122.392416983133,Roadside Rotisserie Corporation / Country Grill
0,37.788778723378,-122.402574568411,Roadside Rotisserie Corporation / Country Grill
2,37.7715867026703,-122.414007043024,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's"
2,37.775228307834,-122.41746613187,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's"
0,37.7908854635019,-122.396685875811,Bonito Poke
0,37.7919198692101,-122.400597610671,Bonito Poke
0,37.7918342630555,-122.401279616596,Bonito Poke
2,37.7821536409986,-122.406601106839,Senor Sisig
2,0,0,Senor Sisig
2,37.790304371639,-122.397365063531,Senor Sisig
0,37.7733640531909,-122.437875225303,Los 2 Cuates
0,37.78304609975,-122.39406659923,Los 2 Cuates
2,37.7818534543778,-122.445865033646,Rafael Escobar
3,37.7946438346195,-122.399644298529,"San Francisco Street Foods, Inc."
3,37.8077432884455,-122.42414994487,Stanley Roth
3,37.7943310032468,-122.395811053023,"San Francisco Street Foods, Inc."
3,37.7892332828961,-122.40557905421,"San Francisco Street Foods, Inc."
3,37.7835133512454,-122.400813391105,"San Francisco Street Foods, Inc."
3,37.7893919761027,-122.401824747121,"San Francisco Street Foods, Inc."
2,37.7394454528691,-122.393014986698,Taqueria Lolita
2,37.744889286143,-122.390971976935,Taqueria Lolita
0,37.7871815311957,-122.407939906701,"San Francisco's Hometown Creamery"
0,37.7927957415787,-122.401353280931,Philz Coffee Truck
0,37.8045778690901,-122.433010774343,Philz Coffee Truck
0,37.7922955998187,-122.400706897233,Philz Coffee Truck
0,37.7936733815047,-122.398463509486,"Expresso Subito, LLC."
0,37.7884570288289,-122.399884160566,"Expresso Subito, LLC."
